iter	Logloss
287	0.09648039298
288	0.09613930072
289	0.09555964861
290	0.09541291118
291	0.0951239482
292	0.09474599177
293	0.0941558068
294	0.0938055062
295	0.09354592331
296	0.0934016469
297	0.09313196533
298	0.09281199188
299	0.09266291773
300	0.09251582958
301	0.09219709425
302	0.09205750245
303	0.09179355262
304	0.09156154074
305	0.09108511846
306	0.09079453664
307	0.09052474143
308	0.09027554407
309	0.0900404025
310	0.0898235589
311	0.08956479786
312	0.08891620073
313	0.08859163448
314	0.08825478875
315	0.08798141313
316	0.08767821662
317	0.08733340979
318	0.0869252006
319	0.08637538448
320	0.08612533104
321	0.08582887243
322	0.0853213156
323	0.08500387024
324	0.08483417758
325	0.08441885384
326	0.08424530496
327	0.0840917452
328	0.08389061519
329	0.08369978446
330	0.08344749914
331	0.08326185071
332	0.08288549466
333	0.08270919193
334	0.08244613541
335	0.0822994184
336	0.08206727207
337	0.08190923635
338	0.0817302497
339	0.0814887515
340	0.08131430626
341	0.08070404698
342	0.08057490937
343	0.08003241239
344	0.07982446543
345	0.07971331238
346	0.07943680099
347	0.07932520982
348	0.07916504814
349	0.07870619296
350	0.07861480376
351	0.07843113609
352	0.07830985991
353	0.07809618974
354	0.07795317215
355	0.07769852743
356	0.07755066067
357	0.07744825516
358	0.07721618868
359	0.07711555378
360	0.07693399773
361	0.07662933722
362	0.07645304882
363	0.07623555583
364	0.07585072947
365	0.0753445094
366	0.0750098878
367	0.07470074486
368	0.0744837003
369	0.07436904192
370	0.07424260992
371	0.0739504752
372	0.07369763652
373	0.07361567604
374	0.07347687769
375	0.07337281205
376	0.07310602873
377	0.07288017433
378	0.07275307686
379	0.07242002013
380	0.0719739103
381	0.07178441503
382	0.0715695047
383	0.07145284458
384	0.07126606519
385	0.07096532862
386	0.07082041746
387	0.07042604086
388	0.07015390913
389	0.07007315286
390	0.06986239745
391	0.06961601874
392	0.06948912626
393	0.06933860191
394	0.06912779445
395	0.06891913295
396	0.0688018411
397	0.0685107983
398	0.06838553502
399	0.06820277661
400	0.06803882163
401	0.0675624514
402	0.06730872003
403	0.06715660948
404	0.06693410683
405	0.06672845191
406	0.06625980643
407	0.06603143428
408	0.06586787472
409	0.06548048705
410	0.06537689435
411	0.06525391075
412	0.06515419021
413	0.06506230782
414	0.06498377005
415	0.0647181356
416	0.06459053095
417	0.064524034
418	0.06442529718
419	0.06432766241
420	0.06423301848
421	0.06409981564
422	0.06395053
423	0.06367581337
424	0.06357933542
425	0.0634475771
426	0.06312049969
427	0.06304987997
428	0.06293121979
429	0.06283040744
430	0.06269263038
431	0.06260676994
432	0.06251545471
433	0.06234440611
434	0.06229247866
435	0.06216502455
436	0.06208655027
437	0.06197614651
438	0.06186043635
439	0.06167349417
440	0.0615933804
441	0.06121192634
442	0.06094581856
443	0.06061640073
444	0.06043651954
445	0.06027744901
446	0.06016124605
447	0.06001708562
448	0.05985096313
449	0.0597811106
450	0.05967995068
451	0.0595109043
452	0.05941200701
453	0.05933471884
454	0.05915629788
455	0.05905558728
456	0.05889991171
457	0.05882026848
458	0.05858296215
459	0.05841634047
460	0.0581382384
461	0.05791465154
462	0.05778525845
463	0.05772695957
464	0.05768127718
465	0.05761308792
466	0.05748787761
467	0.05741338579
468	0.05736096959
469	0.05728868593
470	0.05724262345
471	0.05713811354
472	0.05687835589
473	0.05677675903
474	0.05651325564
475	0.05631470419
476	0.05622187544
477	0.05617614255
478	0.05609699899
479	0.05587446464
480	0.05582395465
481	0.05577771435
482	0.05567564203
483	0.05555007906
484	0.05542221526
485	0.05530177906
486	0.05521735288
487	0.05515404116
488	0.05507179846
489	0.05499469076
490	0.05472396075
491	0.05458811343
492	0.05446432609
493	0.05437883399
494	0.05432689568
495	0.05427852664
496	0.05409924844
497	0.05402238479
498	0.05395502298
499	0.05389326301
500	0.05383840773
501	0.05378452179
502	0.05362799065
503	0.05343296117
504	0.05337708466
505	0.05329580177
506	0.05320570194
507	0.05309585744
508	0.05297325044
509	0.05292417903
510	0.05284778611
511	0.05266235484
512	0.05249793535
513	0.0522883938
514	0.05218189381
515	0.05213467849
516	0.05206984857
517	0.05192162334
518	0.05182444996
519	0.05175327724
520	0.05165333033
521	0.05148320133
522	0.05134042794
523	0.05129097307
524	0.05119615858
525	0.05101910957
526	0.05090824287
527	0.05075772871
528	0.0507212185
529	0.05064061292
530	0.05058474103
531	0.05030318983
532	0.0501132733
533	0.05004771613
534	0.04991119187
535	0.04979755158
536	0.04969629553
537	0.04964233071
538	0.04947695537
539	0.04942085435
540	0.04938715916
541	0.04934979469
542	0.04920719118
543	0.04912903182
544	0.04910016382
545	0.04906430025
546	0.04895050652
547	0.04889480673
548	0.04885992059
549	0.04873654252
550	0.04863973136
551	0.04860105842
552	0.04848591844
553	0.04843934647
554	0.04838602006
555	0.04826888422
556	0.04822159591
557	0.04812343417
558	0.04803776682
559	0.0479374245
560	0.04790084975
561	0.04769776983
562	0.04761737505
563	0.04754499458
564	0.04744144045
565	0.04736052392
566	0.04726870461
567	0.04718311441
568	0.04705358223
569	0.04699939757
570	0.04691335088
571	0.04688185537
572	0.04685330137
573	0.04680092259
574	0.04671755229
575	0.04662216947
576	0.04659228712
577	0.04651875428
578	0.04650498922
579	0.04643224095
580	0.0463609037
581	0.04632654809
582	0.04625736755
583	0.04620691353
584	0.04610837358
585	0.04598653495
586	0.04592284282
587	0.04581523876
588	0.04574791769
589	0.04568793614
590	0.04545780549
591	0.04538690793
592	0.04531847516
593	0.04525297118
594	0.04515997993
595	0.04509974086
596	0.04499517908
597	0.0449088481
598	0.04484265435
599	0.04472371668
600	0.04449566102
601	0.04445082204
602	0.04440571069
603	0.04433283639
604	0.04423594866
605	0.04410432417
606	0.04394391282
607	0.04383086755
608	0.0437639631
609	0.04372987097
610	0.04365552644
611	0.04361429434
612	0.04358988059
613	0.04355867954
614	0.04347998526
615	0.04341283245
616	0.04333944124
617	0.04330105995
618	0.04319394826
619	0.04313560339
620	0.04306489942
621	0.04293805457
622	0.04286795249
623	0.04285106047
624	0.04277979141
625	0.04273650675
626	0.04261948281
627	0.04258869144
628	0.04245764885
629	0.04240705917
630	0.04233615946
631	0.04223536349
632	0.04212748234
633	0.04201863291
634	0.04198464425
635	0.04191810793
636	0.04188126846
637	0.04184383248
638	0.04178006982
639	0.04175502333
640	0.04173968993
641	0.0417105493
642	0.0416160872
643	0.04157938232
644	0.04155570175
645	0.04150989437
646	0.04145868668
647	0.04139896735
648	0.04131197901
649	0.0412178611
650	0.04114643594
651	0.04108550817
652	0.04103840479
653	0.04100258481
654	0.04095022149
655	0.04090304751
656	0.04083987213
657	0.04081459724
658	0.04077978978
659	0.04069497537
660	0.04061299741
661	0.04050962131
662	0.04048952349
663	0.0404446284
664	0.04036199879
665	0.04031960841
666	0.04026673449
667	0.04024389566
668	0.04005181189
669	0.03999476633
670	0.03997417608
671	0.0399415424
672	0.03991495526
673	0.03981796632
674	0.03970783756
675	0.03966060983
676	0.03962790822
677	0.03959184439
678	0.03953239817
679	0.03950724747
680	0.0394881065
681	0.03944447956
682	0.03940016547
683	0.0393613242
684	0.03925909681
685	0.03923291429
686	0.03921909148
687	0.03913788761
688	0.0391112475
689	0.03905839779
690	0.03901052968
691	0.03894539584
692	0.03890395663
693	0.0388592219
694	0.03880501789
695	0.03873494038
696	0.03869082942
697	0.03863358823
698	0.03855990598
699	0.03853250661
700	0.03849803859
701	0.03841516146
702	0.03837966668
703	0.0383536325
704	0.03831622267
705	0.03828139286
706	0.03820113322
707	0.03808564916
708	0.03805653312
709	0.03799462952
710	0.03797139897
711	0.03791110905
712	0.03785659528
713	0.03783085614
714	0.03779980889
715	0.03778055943
716	0.03775260439
717	0.03771634046
718	0.03768603321
719	0.03765572245
720	0.0376143899
721	0.03759148022
722	0.03749201356
723	0.03747671524
724	0.03741170028
725	0.03737087151
726	0.03725024272
727	0.03723435345
728	0.03715514157
729	0.03711489082
730	0.03708638334
731	0.03705829909
732	0.03699942876
733	0.03694163913
734	0.03688053835
735	0.03682125312
736	0.03678084836
737	0.03676195505
738	0.03672573512
739	0.0366983235
740	0.03664780891
741	0.03663169526
742	0.03661663187
743	0.0365523419
744	0.0365061622
745	0.03645072718
746	0.03637935148
747	0.03632341468
748	0.03629903357
749	0.03628436848
750	0.03625231887
751	0.03621396416
752	0.03616096235
753	0.03614082711
754	0.03605701157
755	0.03603299744
756	0.03598725424
757	0.03596212597
758	0.03594361335
759	0.03591183392
760	0.03584192905
761	0.0357473718
762	0.03566991278
763	0.03560111443
764	0.03558323322
765	0.03552332959
766	0.03548926447
767	0.03545497017
768	0.03542207833
769	0.03534088959
770	0.03527961689
771	0.03522125637
772	0.03513565955
773	0.03508935402
774	0.03507079643
775	0.03503475273
776	0.03501890215
777	0.03499333876
778	0.03497254327
779	0.034911215
780	0.03489798839
781	0.03486716711
782	0.03483608812
783	0.03481433007
784	0.0347741711
785	0.03473184094
786	0.03470695454
787	0.03459468122
788	0.03457171968
789	0.0345231176
790	0.0344309
791	0.03441639511
792	0.03432884535
793	0.03428654713
794	0.0342622842
795	0.03422995022
796	0.0341891989
797	0.03413799601
798	0.03411012805
799	0.03397076788
800	0.03391873201
801	0.03389914176
802	0.03387044551
803	0.03384939614
804	0.0338034881
805	0.03371332806
806	0.0336905103
807	0.0336517625
808	0.0335363101
809	0.03351226579
810	0.03346602573
811	0.03340352605
812	0.03337511557
813	0.03332075137
814	0.03330234313
815	0.03325963062
816	0.03324207547
817	0.03318600759
818	0.03312656674
819	0.03310391597
820	0.03306011006
821	0.03304674392
822	0.03300539278
823	0.03297964349
824	0.03294089251
825	0.03292469779
826	0.03283979187
827	0.03280995296
828	0.03277748833
829	0.03271257046
830	0.03266597732
831	0.03263030957
832	0.0325800966
833	0.03256061268
834	0.03252785127
835	0.03250767985
836	0.03248730018
837	0.03244684131
838	0.03242084109
839	0.03240720997
840	0.03237137622
841	0.03232312067
842	0.03231960803
843	0.03229337896
844	0.03224411171
845	0.03223238658
846	0.03221076744
847	0.03218238311
848	0.03215151294
849	0.03212991639
850	0.03211676609
851	0.03209884714
852	0.03208270496
853	0.03207276957
854	0.03202100932
855	0.0319196024
856	0.03187896101
857	0.03185706836
858	0.031836191
859	0.03181575897
860	0.03177275917
861	0.03174989681
862	0.03166545571
863	0.03161481774
864	0.03158977279
865	0.03156587108
866	0.03154040033
867	0.03150461829
868	0.03146451078
869	0.03139619063
870	0.03134143547
871	0.03130543359
872	0.03127476921
873	0.03125222664
874	0.03123789395
875	0.03120719752
876	0.03118896119
877	0.03115320753
878	0.0311268563
879	0.03107077585
880	0.03102250028
881	0.03097505949
882	0.03096037661
883	0.0309397879
884	0.03092456225
885	0.03089018956
886	0.03081582744
887	0.03080428163
888	0.03075248308
889	0.03072420195
890	0.03068975265
891	0.03067381676
892	0.03066113019
893	0.03059982437
894	0.03057760078
895	0.03050842517
896	0.03046814417
897	0.03044901106
898	0.03043222954
899	0.03041873906
900	0.03037690533
901	0.030353798
902	0.03033085821
903	0.03032265427
904	0.03028607484
905	0.03026065603
906	0.03017871926
907	0.03015784685
908	0.03013814144
909	0.03012945266
910	0.03010662948
911	0.03007784137
912	0.03001288124
913	0.02999880442
914	0.02993157838
915	0.02986900797
916	0.02983390316
917	0.02982100083
918	0.02979000948
919	0.02971196745
920	0.02968203241
921	0.02965306411
922	0.02964367686
923	0.02962209115
924	0.02960057275
925	0.02955122844
926	0.02954341496
927	0.02952043671
928	0.02950115377
929	0.02948540523
930	0.02947260783
931	0.0294437008
932	0.02942220236
933	0.02935076644
934	0.02932532743
935	0.0293064548
936	0.02927733364
937	0.02924579968
938	0.02913309119
939	0.02911424801
940	0.02908555504
941	0.02906791725
942	0.02902409126
943	0.02900986203
944	0.0289435633
945	0.02892997086
946	0.02889894689
947	0.02884079489
948	0.02881115338
949	0.02877542988
950	0.0287481317
951	0.02872472551
952	0.02866650625
953	0.02864914988
954	0.02862679523
955	0.02858544564
956	0.02856895717
957	0.02856129742
958	0.02854580245
959	0.02852618062
960	0.02851145341
961	0.02848630573
962	0.02847495507
963	0.02846463769
964	0.02844669007
965	0.02843440492
966	0.02841673905
967	0.02840000207
968	0.02838518191
969	0.0283664655
970	0.02835623391
971	0.02832960905
972	0.02831372836
973	0.02826573292
974	0.02824785864
975	0.0282403662
976	0.02820847566
977	0.02816882318
978	0.02815919345
979	0.0281295
980	0.02811784574
981	0.02810802501
982	0.02807951713
983	0.02807001258
984	0.02806174489
985	0.02805503419
986	0.02801943926
987	0.02798758126
988	0.02796569663
989	0.02792438205
990	0.02790918444
991	0.02786613316
992	0.02784316307
993	0.02780882499
994	0.02777637728
995	0.02775851707
996	0.02772033445
997	0.02766394608
998	0.02762430668
999	0.0275867819
